Vaccine/Sample	Dose	Geography Type	Geography	Survey Year	Dimension Type	Dimension	Estimate (%)	95% CI (%)	Sample Size
HPV	≥3 Doses, Females	States/Local Areas	Mississippi	2013	Age	13-15 Years	22.3	13.5 to 34.4	93
HPV	≥3 Doses, Females	States/Local Areas	Missouri	2013	Age	13-15 Years	19.1	11.6 to 30.0	82
HPV	≥3 Doses, Females	States/Local Areas	Montana	2013	Age	13-15 Years	23.6	15.7 to 33.9	95
HPV	≥3 Doses, Females	States/Local Areas	Nebraska	2013	Age	13-15 Years	28.6	19.4 to 40.0	86
HPV	≥3 Doses, Females	States/Local Areas	Nevada	2013	Age	13-15 Years	24.7	16.1 to 35.8	98
HPV	≥3 Doses, Females	States/Local Areas	New Hampshire	2013	Age	13-15 Years	31.7	22.1 to 43.2	98
HPV	≥3 Doses, Females	States/Local Areas	New Jersey	2013	Age	13-15 Years	30.9	20.4 to 43.9	97
HPV	≥3 Doses, Females	States/Local Areas	New Mexico	2013	Age	13-15 Years	40.2	29.0 to 52.5	99
HPV	≥3 Doses, Females	States/Local Areas	New York	2013	Age	13-15 Years	38.0	29.9 to 46.8	205
HPV	≥3 Doses, Females	States/Local Areas	NY-City of New York	2013	Age	13-15 Years	37.5	26.1 to 50.6	90
HPV	≥3 Doses, Females	States/Local Areas	NY-Rest of state	2013	Age	13-15 Years	38.3	27.7 to 50.0	115
HPV	≥3 Doses, Females	States/Local Areas	North Carolina	2013	Age	13-15 Years	31.9	22.0 to 43.8	97
HPV	≥3 Doses, Females	States/Local Areas	North Dakota	2013	Age	13-15 Years	38.5	28.0 to 50.3	107
HPV	≥3 Doses, Females	States/Local Areas	Ohio	2013	Age	13-15 Years	25.8	17.6 to 36.3	100
HPV	≥3 Doses, Females	States/Local Areas	Oklahoma	2013	Age	13-15 Years	30.9	22.1 to 41.4	118
HPV	≥3 Doses, Females	States/Local Areas	Oregon	2013	Age	13-15 Years	36.2	26.2 to 47.5	105
HPV	≥3 Doses, Females	States/Local Areas	Pennsylvania	2013	Age	13-15 Years	36.3	27.2 to 46.6	223
HPV	≥3 Doses, Females	States/Local Areas	PA-Philadelphia	2013	Age	13-15 Years	47.2	35.8 to 58.8	96
HPV	≥3 Doses, Females	States/Local Areas	PA-Rest of state	2013	Age	13-15 Years	34.9	24.8 to 46.5	127
HPV	≥3 Doses, Females	HHS Regions/National	United States	2013	Age	13-15 Years	32.7	30.3 to 35.2	5402
HPV	≥3 Doses, Females	HHS Regions/National	Region 1	2013	Age	13-15 Years	32.2	27.0 to 38.0	592
HPV	≥3 Doses, Females	HHS Regions/National	Region 2	2013	Age	13-15 Years	35.8	29.2 to 43.0	302
HPV	≥3 Doses, Females	HHS Regions/National	Region 3	2013	Age	13-15 Years	30.2	24.5 to 36.5	670
HPV	≥3 Doses, Females	HHS Regions/National	Region 4	2013	Age	13-15 Years	28.7	24.2 to 33.7	723
HPV	≥3 Doses, Females	HHS Regions/National	Region 5	2013	Age	13-15 Years	27.8	23.7 to 32.2	650
HPV	≥3 Doses, Females	HHS Regions/National	Region 6	2013	Age	13-15 Years	35.1	29.0 to 41.8	722
HPV	≥3 Doses, Females	HHS Regions/National	Region 7	2013	Age	13-15 Years	22.7	18.0 to 28.3	374
HPV	≥3 Doses, Females	HHS Regions/National	Region 8	2013	Age	13-15 Years	27.3	22.1 to 33.3	579
HPV	≥3 Doses, Females	HHS Regions/National	Region 9	2013	Age	13-15 Years	44.5	34.4 to 55.0	400
HPV	≥3 Doses, Females	States/Local Areas	Rhode Island	2013	Age	13-15 Years	47.3	35.6 to 59.2	88
HPV	≥3 Doses, Females	States/Local Areas	South Carolina	2013	Age	13-15 Years	36.2	24.3 to 50.1	91
HPV	≥3 Doses, Females	States/Local Areas	South Dakota	2013	Age	13-15 Years	38.7	27.5 to 51.3	85
HPV	≥3 Doses, Females	States/Local Areas	Tennessee	2013	Age	13-15 Years	26.1	17.0 to 37.8	82
HPV	≥3 Doses, Females	States/Local Areas	Texas	2013	Age	13-15 Years	36.8	28.4 to 46.1	325
HPV	≥3 Doses, Females	States/Local Areas	TX-Bexar County	2013	Age	13-15 Years	24.1	16.0 to 34.7	99
HPV	≥3 Doses, Females	States/Local Areas	TX-City of Houston	2013	Age	13-15 Years	30.5	19.2 to 44.6	71
HPV	≥3 Doses, Females	States/Local Areas	TX-Rest of state	2013	Age	13-15 Years	38.4	28.7 to 49.1	155
HPV	≥3 Doses, Females	HHS Regions/National	Region 10	2013	Age	13-15 Years	36.1	29.0 to 43.9	390
HPV	≥3 Doses, Females	States/Local Areas	Utah	2013	Age	13-15 Years	19.8	11.5 to 31.9	97
HPV	≥3 Doses, Females	States/Local Areas	Vermont	2013	Age	13-15 Years	30.6	21.0 to 42.2	98
HPV	≥3 Doses, Females	States/Local Areas	Virginia	2013	Age	13-15 Years	24.7	13.6 to 40.6	96
HPV	≥3 Doses, Females	States/Local Areas	Washington	2013	Age	13-15 Years	39.9	28.1 to 53.0	97
HPV	≥3 Doses, Females	States/Local Areas	West Virginia	2013	Age	13-15 Years	32.0	22.4 to 43.2	101
HPV	≥3 Doses, Females	States/Local Areas	Wisconsin	2013	Age	13-15 Years	24.8	16.2 to 36.0	97
HPV	≥3 Doses, Females	States/Local Areas	Wyoming	2013	Age	13-15 Years	30.8	20.8 to 43.1	86
HPV	≥3 Doses, Females	States/Local Areas	Alabama	2014	Age	13-15 Years	36.8	25.7 to 49.4	93
HPV	≥3 Doses, Females	States/Local Areas	Alaska	2014	Age	13-15 Years	22.8	15.5 to 32.2	123
HPV	≥3 Doses, Females	States/Local Areas	Arizona	2014	Age	13-15 Years	24.3	16.0 to 35.1	119
HPV	≥3 Doses, Females	States/Local Areas	Arkansas	2014	Age	13-15 Years	23.7	14.7 to 35.8	105
HPV	≥3 Doses, Females	States/Local Areas	California	2014	Age	13-15 Years	43.2	30.9 to 56.4	97
HPV	≥3 Doses, Females	States/Local Areas	Colorado	2014	Age	13-15 Years	41.1	30.7 to 52.4	114
HPV	≥3 Doses, Females	States/Local Areas	Connecticut	2014	Age	13-15 Years	36.9	26.4 to 48.8	111
HPV	≥3 Doses, Females	States/Local Areas	Delaware	2014	Age	13-15 Years	40.3	28.7 to 53.2	105
HPV	≥3 Doses, Females	States/Local Areas	District of Columbia	2014	Age	13-15 Years	55.9	42.0 to 68.9	93
HPV	≥3 Doses, Females	States/Local Areas	Florida	2014	Age	13-15 Years	21.4	12.6 to 33.9	111
HPV	≥3 Doses, Females	States/Local Areas	Georgia	2014	Age	13-15 Years	43.9	32.1 to 56.4	119
HPV	≥3 Doses, Females	States/Local Areas	Hawaii	2014	Age	13-15 Years	32.0	22.9 to 42.8	120
HPV	≥3 Doses, Females	States/Local Areas	Idaho	2014	Age	13-15 Years	39.4	28.4 to 51.5	112
HPV	≥3 Doses, Females	States/Local Areas	Illinois	2014	Age	13-15 Years	44.0	35.6 to 52.8	225
HPV	≥3 Doses, Females	States/Local Areas	IL-City of Chicago	2014	Age	13-15 Years	42.8	30.0 to 56.6	88
HPV	≥3 Doses, Females	States/Local Areas	IL-Rest of state	2014	Age	13-15 Years	44.3	34.6 to 54.4	137
HPV	≥3 Doses, Females	States/Local Areas	Indiana	2014	Age	13-15 Years	39.4	28.8 to 51.2	118
HPV	≥3 Doses, Females	States/Local Areas	Iowa	2014	Age	13-15 Years	28.5	18.5 to 41.3	82
HPV	≥3 Doses, Females	States/Local Areas	Kansas	2014	Age	13-15 Years	16.9	10.2 to 26.6	95
HPV	≥3 Doses, Females	States/Local Areas	Kentucky	2014	Age	13-15 Years	33.5	24.2 to 44.3	128
HPV	≥3 Doses, Females	States/Local Areas	Louisiana	2014	Age	13-15 Years	33.6	23.3 to 45.8	97
HPV	≥3 Doses, Females	States/Local Areas	Maine	2014	Age	13-15 Years	35.6	25.3 to 47.4	94
HPV	≥3 Doses, Females	States/Local Areas	Maryland	2014	Age	13-15 Years	30.3	19.7 to 43.4	110
HPV	≥3 Doses, Females	States/Local Areas	Massachusetts	2014	Age	13-15 Years	38.3	27.7 to 50.0	97
HPV	≥3 Doses, Females	States/Local Areas	Michigan	2014	Age	13-15 Years	35.9	25.7 to 47.6	105
HPV	≥3 Doses, Females	States/Local Areas	Minnesota	2014	Age	13-15 Years	34.8	23.2 to 48.6	81
HPV	≥3 Doses, Females	States/Local Areas	Mississippi	2014	Age	13-15 Years	26.4	16.9 to 38.6	107
HPV	≥3 Doses, Females	States/Local Areas	Missouri	2014	Age	13-15 Years	21.5	13.7 to 32.0	117
HPV	≥3 Doses, Females	States/Local Areas	Montana	2014	Age	13-15 Years	39.1	28.3 to 51.1	116
HPV	≥3 Doses, Females	States/Local Areas	Nebraska	2014	Age	13-15 Years	41.0	29.1 to 54.2	85
HPV	≥3 Doses, Females	States/Local Areas	Nevada	2014	Age	13-15 Years	30.3	21.3 to 41.1	119
HPV	≥3 Doses, Females	States/Local Areas	New Hampshire	2014	Age	13-15 Years	41.0	30.9 to 51.9	115
HPV	≥3 Doses, Females	States/Local Areas	New Jersey	2014	Age	13-15 Years	24.2	15.7 to 35.4	95
HPV	≥3 Doses, Females	States/Local Areas	New Mexico	2014	Age	13-15 Years	36.5	26.7 to 47.5	130
HPV	≥3 Doses, Females	States/Local Areas	New York	2014	Age	13-15 Years	29.7	21.8 to 39.1	171
HPV	≥3 Doses, Females	States/Local Areas	NY-City of New York	2014	Age	13-15 Years	29.4	19.7 to 41.4	91
HPV	≥3 Doses, Females	States/Local Areas	NY-Rest of state	2014	Age	13-15 Years	29.9	19.2 to 43.4	80
HPV	≥3 Doses, Females	States/Local Areas	North Carolina	2014	Age	13-15 Years	49.8	38.1 to 61.6	110
HPV	≥3 Doses, Females	States/Local Areas	North Dakota	2014	Age	13-15 Years	41.4	29.7 to 54.1	100
HPV	≥3 Doses, Females	States/Local Areas	Ohio	2014	Age	13-15 Years	29.0	20.0 to 40.0	123
HPV	≥3 Doses, Females	States/Local Areas	Oklahoma	2014	Age	13-15 Years	36.9	26.5 to 48.6	112
HPV	≥3 Doses, Females	States/Local Areas	Oregon	2014	Age	13-15 Years	44.6	33.8 to 56.1	126
HPV	≥3 Doses, Females	States/Local Areas	Pennsylvania	2014	Age	13-15 Years	43.9	33.4 to 55.0	221
HPV	≥3 Doses, Females	States/Local Areas	PA-Philadelphia	2014	Age	13-15 Years	50.9	37.6 to 64.1	89
HPV	≥3 Doses, Females	States/Local Areas	PA-Rest of state	2014	Age	13-15 Years	43.0	31.3 to 55.5	132
HPV	≥3 Doses, Females	States/Local Areas	Puerto Rico	2014	Age	13-15 Years	34.3	21.7 to 49.5	64
HPV	≥3 Doses, Females	HHS Regions/National	United States	2014	Age	13-15 Years	34.4	32.1 to 36.7	6181
HPV	≥3 Doses, Females	HHS Regions/National	Region 1	2014	Age	13-15 Years	38.7	32.9 to 44.9	627
HPV	≥3 Doses, Females	HHS Regions/National	Region 2	2014	Age	13-15 Years	28.0	21.7 to 35.2	266
HPV	≥3 Doses, Females	HHS Regions/National	Region 3	2014	Age	13-15 Years	34.2	28.4 to 40.4	735
HPV	≥3 Doses, Females	HHS Regions/National	Region 4	2014	Age	13-15 Years	32.6	28.0 to 37.5	887
HPV	≥3 Doses, Females	HHS Regions/National	Region 5	2014	Age	13-15 Years	36.1	31.8 to 40.7	754
HPV	≥3 Doses, Females	HHS Regions/National	Region 6	2014	Age	13-15 Years	34.0	28.0 to 40.4	917
HPV	≥3 Doses, Females	HHS Regions/National	Region 7	2014	Age	13-15 Years	24.3	19.2 to 30.3	379
HPV	≥3 Doses, Females	HHS Regions/National	Region 8	2014	Age	13-15 Years	34.7	28.9 to 40.9	695
HPV	≥3 Doses, Females	HHS Regions/National	Region 9	2014	Age	13-15 Years	39.2	29.8 to 49.6	455
HPV	≥3 Doses, Females	States/Local Areas	Rhode Island	2014	Age	13-15 Years	46.9	36.0 to 58.2	107
HPV	≥3 Doses, Females	States/Local Areas	South Carolina	2014	Age	13-15 Years	33.4	23.4 to 45.3	122
HPV	≥3 Doses, Females	States/Local Areas	South Dakota	2014	Age	13-15 Years	29.2	19.7 to 41.0	109
HPV	≥3 Doses, Females	States/Local Areas	Tennessee	2014	Age	13-15 Years	19.2	12.2 to 28.8	97
HPV	≥3 Doses, Females	States/Local Areas	Texas	2014	Age	13-15 Years	34.4	26.3 to 43.6	473
HPV	≥3 Doses, Females	States/Local Areas	TX-Bexar County	2014	Age	13-15 Years	24.2	15.1 to 36.5	95
HPV	≥3 Doses, Females	States/Local Areas	TX-City of Houston	2014	Age	13-15 Years	41.2	29.5 to 53.9	118
HPV	≥3 Doses, Females	States/Local Areas	TX-El Paso County	2014	Age	13-15 Years	49.7	35.7 to 63.7	120
HPV	≥3 Doses, Females	States/Local Areas	TX-Rest of state	2014	Age	13-15 Years	33.8	24.5 to 44.7	140
HPV	≥3 Doses, Females	HHS Regions/National	Region 10	2014	Age	13-15 Years	41.2	34.3 to 48.5	466
HPV	≥3 Doses, Females	States/Local Areas	Utah	2014	Age	13-15 Years	25.2	17.1 to 35.5	120
HPV	≥3 Doses, Females	States/Local Areas	Vermont	2014	Age	13-15 Years	42.8	31.8 to 54.7	103
HPV	≥3 Doses, Females	States/Local Areas	Virginia	2014	Age	13-15 Years	22.6	14.2 to 33.9	107
HPV	≥3 Doses, Females	States/Local Areas	Washington	2014	Age	13-15 Years	41.6	30.3 to 53.9	105
HPV	≥3 Doses, Females	States/Local Areas	West Virginia	2014	Age	13-15 Years	35.7	25.7 to 47.2	99
HPV	≥3 Doses, Females	States/Local Areas	Wisconsin	2014	Age	13-15 Years	29.4	19.5 to 41.8	102
HPV	≥3 Doses, Females	States/Local Areas	Wyoming	2014	Age	13-15 Years	25.4	17.3 to 35.6	136
HPV	≥3 Doses, Females	States/Local Areas	Alabama	2015	Age	13-15 Years	39.0	27.5 to 51.9	95
HPV	≥3 Doses, Females	States/Local Areas	Alaska	2015	Age	13-15 Years	39.1	29.5 to 49.7	113
HPV	≥3 Doses, Females	States/Local Areas	Arizona	2015	Age	13-15 Years	41.2	31.1 to 52.2	128
HPV	≥3 Doses, Females	States/Local Areas	Arkansas	2015	Age	13-15 Years	31.3	21.9 to 42.6	99
HPV	≥3 Doses, Females	States/Local Areas	California	2015	Age	13-15 Years	41.5	29.1 to 55.2	93
HPV	≥3 Doses, Females	States/Local Areas	Colorado	2015	Age	13-15 Years	34.7	24.9 to 45.9	108
HPV	≥3 Doses, Females	States/Local Areas	Connecticut	2015	Age	13-15 Years	47.1	35.8 to 58.8	93
HPV	≥3 Doses, Females	States/Local Areas	Delaware	2015	Age	13-15 Years	47.1	35.9 to 58.6	99
HPV	≥3 Doses, Females	States/Local Areas	District of Columbia	2015	Age	13-15 Years	58.9	46.9 to 69.9	120
HPV	≥3 Doses, Females	States/Local Areas	Florida	2015	Age	13-15 Years	30.5	20.9 to 42.1	102
HPV	≥3 Doses, Females	States/Local Areas	Georgia	2015	Age	13-15 Years	30.6	21.4 to 41.6	118
HPV	≥3 Doses, Females	States/Local Areas	Guam	2015	Age	13-15 Years	40.5	30.6 to 51.3	113
HPV	≥3 Doses, Females	States/Local Areas	Hawaii	2015	Age	13-15 Years	44.0	33.3 to 55.4	100
HPV	≥3 Doses, Females	States/Local Areas	Idaho	2015	Age	13-15 Years	27.9	18.6 to 39.6	104
HPV	≥3 Doses, Females	States/Local Areas	Illinois	2015	Age	13-15 Years	37.8	30.8 to 45.3	261
HPV	≥3 Doses, Females	States/Local Areas	IL-City of Chicago	2015	Age	13-15 Years	42.6	31.0 to 55.0	94
HPV	≥3 Doses, Females	States/Local Areas	IL-Rest of state	2015	Age	13-15 Years	36.7	28.7 to 45.6	167
HPV	≥3 Doses, Females	States/Local Areas	Indiana	2015	Age	13-15 Years	26.3	17.5 to 37.4	96
HPV	≥3 Doses, Females	States/Local Areas	Iowa	2015	Age	13-15 Years	39.9	30.0 to 50.6	121
HPV	≥3 Doses, Females	States/Local Areas	Kansas	2015	Age	13-15 Years	28.6	19.4 to 40.1	98
HPV	≥3 Doses, Females	States/Local Areas	Kentucky	2015	Age	13-15 Years	31.0	21.3 to 42.7	92
HPV	≥3 Doses, Females	States/Local Areas	Louisiana	2015	Age	13-15 Years	37.0	26.8 to 48.7	103
HPV	≥3 Doses, Females	States/Local Areas	Maine	2015	Age	13-15 Years	37.8	27.9 to 48.8	116
HPV	≥3 Doses, Females	States/Local Areas	Maryland	2015	Age	13-15 Years	34.4	23.7 to 46.9	123
HPV	≥3 Doses, Females	States/Local Areas	Massachusetts	2015	Age	13-15 Years	44.3	32.1 to 57.2	86
HPV	≥3 Doses, Females	States/Local Areas	Michigan	2015	Age	13-15 Years	43.5	32.9 to 54.7	113
HPV	≥3 Doses, Females	States/Local Areas	Minnesota	2015	Age	13-15 Years	44.1	32.8 to 56.1	104
HPV	≥3 Doses, Females	States/Local Areas	Mississippi	2015	Age	13-15 Years	24.0	16.8 to 33.1	129
HPV	≥3 Doses, Females	States/Local Areas	Missouri	2015	Age	13-15 Years	22.6	13.5 to 35.4	91
HPV	≥3 Doses, Females	States/Local Areas	Montana	2015	Age	13-15 Years	24.4	16.5 to 34.5	113
HPV	≥3 Doses, Females	States/Local Areas	Nebraska	2015	Age	13-15 Years	41.2	31.0 to 52.3	113
HPV	≥3 Doses, Females	States/Local Areas	Nevada	2015	Age	13-15 Years	37.4	27.3 to 48.7	119
HPV	≥3 Doses, Females	States/Local Areas	New Hampshire	2015	Age	13-15 Years	37.8	26.0 to 51.3	75
HPV	≥3 Doses, Females	States/Local Areas	New Jersey	2015	Age	13-15 Years	36.4	26.4 to 47.7	109
HPV	≥3 Doses, Females	States/Local Areas	New Mexico	2015	Age	13-15 Years	36.1	27.6 to 45.7	139
HPV	≥3 Doses, Females	States/Local Areas	New York	2015	Age	13-15 Years	41.5	33.1 to 50.5	169
HPV	≥3 Doses, Females	States/Local Areas	NY-City of New York	2015	Age	13-15 Years	39.4	28.0 to 52.2	80
HPV	≥3 Doses, Females	States/Local Areas	NY-Rest of state	2015	Age	13-15 Years	42.8	31.5 to 54.9	89
HPV	≥3 Doses, Females	States/Local Areas	North Carolina	2015	Age	13-15 Years	37.1	26.9 to 48.8	107
HPV	≥3 Doses, Females	States/Local Areas	North Dakota	2015	Age	13-15 Years	43.7	32.4 to 55.8	90
HPV	≥3 Doses, Females	States/Local Areas	Ohio	2015	Age	13-15 Years	28.0	18.6 to 39.9	88
HPV	≥3 Doses, Females	States/Local Areas	Oklahoma	2015	Age	13-15 Years	33.5	22.4 to 46.8	73
HPV	≥3 Doses, Females	States/Local Areas	Oregon	2015	Age	13-15 Years	39.4	29.1 to 50.8	101
HPV	≥3 Doses, Females	States/Local Areas	Pennsylvania	2015	Age	13-15 Years	43.6	33.7 to 53.9	232
HPV	≥3 Doses, Females	States/Local Areas	PA-Philadelphia	2015	Age	13-15 Years	53.4	42.0 to 64.4	104
HPV	≥3 Doses, Females	States/Local Areas	PA-Rest of state	2015	Age	13-15 Years	42.3	31.4 to 53.9	128
HPV	≥3 Doses, Females	States/Local Areas	Puerto Rico	2015	Age	13-15 Years	34.7	23.8 to 47.4	88
HPV	≥3 Doses, Females	HHS Regions/National	United States	2015	Age	13-15 Years	37.1	34.8 to 39.5	6395
HPV	≥3 Doses, Females	HHS Regions/National	Region 1	2015	Age	13-15 Years	45.0	38.4 to 51.8	603
HPV	≥3 Doses, Females	HHS Regions/National	Region 2	2015	Age	13-15 Years	39.8	33.2 to 46.8	278
HPV	≥3 Doses, Females	HHS Regions/National	Region 3	2015	Age	13-15 Years	38.4	32.3 to 44.9	773
HPV	≥3 Doses, Females	HHS Regions/National	Region 4	2015	Age	13-15 Years	32.6	28.3 to 37.3	844
HPV	≥3 Doses, Females	HHS Regions/National	Region 5	2015	Age	13-15 Years	36.3	32.0 to 40.8	767
HPV	≥3 Doses, Females	HHS Regions/National	Region 6	2015	Age	13-15 Years	38.8	34.2 to 43.7	1224
HPV	≥3 Doses, Females	HHS Regions/National	Region 7	2015	Age	13-15 Years	30.3	24.7 to 36.6	423
HPV	≥3 Doses, Females	HHS Regions/National	Region 8	2015	Age	13-15 Years	28.6	23.3 to 34.7	604
HPV	≥3 Doses, Females	HHS Regions/National	Region 9	2015	Age	13-15 Years	41.3	31.3 to 52.0	440
HPV	≥3 Doses, Females	States/Local Areas	Rhode Island	2015	Age	13-15 Years	58.3	48.0 to 67.9	123
HPV	≥3 Doses, Females	States/Local Areas	South Carolina	2015	Age	13-15 Years	34.2	24.1 to 46.0	101
HPV	≥3 Doses, Females	States/Local Areas	South Dakota	2015	Age	13-15 Years	32.5	22.7 to 44.2	101
HPV	≥3 Doses, Females	States/Local Areas	Tennessee	2015	Age	13-15 Years	35.4	25.3 to 47.0	100
HPV	≥3 Doses, Females	States/Local Areas	Texas	2015	Age	13-15 Years	40.7	34.4 to 47.3	810
HPV	≥3 Doses, Females	States/Local Areas	TX-Bexar County	2015	Age	13-15 Years	24.6	16.2 to 35.5	134
HPV	≥3 Doses, Females	States/Local Areas	TX-City of Houston	2015	Age	13-15 Years	36.8	25.0 to 50.4	80
HPV	≥3 Doses, Females	States/Local Areas	TX-El Paso County	2015	Age	13-15 Years	48.3	38.7 to 58.0	162
HPV	≥3 Doses, Females	States/Local Areas	TX-Rest of state	2015	Age	13-15 Years	42.5	34.6 to 50.8	275
HPV	≥3 Doses, Females	States/Local Areas	U.S. Virgin Islands	2015	Age	13-15 Years	10.3	6.1 to 16.9	151
HPV	≥3 Doses, Females	HHS Regions/National	Region 10	2015	Age	13-15 Years	40.0	33.7 to 46.7	439
HPV	≥3 Doses, Females	States/Local Areas	Utah	2015	Age	13-15 Years	18.6	11.2 to 29.2	99
HPV	≥3 Doses, Females	States/Local Areas	Vermont	2015	Age	13-15 Years	48.0	37.2 to 59.0	110
HPV	≥3 Doses, Females	States/Local Areas	Virginia	2015	Age	13-15 Years	32.7	20.7 to 47.5	102
HPV	≥3 Doses, Females	States/Local Areas	Washington	2015	Age	13-15 Years	43.3	33.3 to 53.9	121
HPV	≥3 Doses, Females	States/Local Areas	West Virginia	2015	Age	13-15 Years	33.9	24.1 to 45.3	97
HPV	≥3 Doses, Females	States/Local Areas	Wisconsin	2015	Age	13-15 Years	41.8	30.9 to 53.6	105
HPV	≥3 Doses, Females	States/Local Areas	Wyoming	2015	Age	13-15 Years	21.1	12.2 to 33.9	93
HPV	≥3 Doses, Females	States/Local Areas	Puerto Rico	2017	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	TX-Hidalgo County	2017	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	U.S. Virgin Islands	2017	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	Mississippi	2018	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	Puerto Rico	2018	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	TX-Dallas County	2018	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	TX-El Paso County	2018	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	TX-Travis County	2018	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	States/Local Areas	U.S. Virgin Islands	2018	Age	13-15 Years	NA		
HPV	≥3 Doses, Females	HHS Regions/National	United States	2007	Age	13-17 Years	5.9	4.4 to 7.8	1441
HPV	≥3 Doses, Females	HHS Regions/National	Region 3	2007	Age	13-17 Years	7.0	4.1 to 11.6	183
HPV	≥3 Doses, Females	States/Local Areas	Alabama	2008	Age	13-17 Years	13.2	8.8 to 19.3	185
HPV	≥3 Doses, Females	States/Local Areas	Alaska	2008	Age	13-17 Years	21.0	14.7 to 29.0	149
HPV	≥3 Doses, Females	States/Local Areas	Arizona	2008	Age	13-17 Years	20.8	13.8 to 30.1	120
HPV	≥3 Doses, Females	States/Local Areas	California	2008	Age	13-17 Years	22.1	14.2 to 32.8	150
HPV	≥3 Doses, Females	States/Local Areas	Colorado	2008	Age	13-17 Years	19.0	12.7 to 27.4	181
HPV	≥3 Doses, Females	States/Local Areas	Connecticut	2008	Age	13-17 Years	23.3	16.4 to 32.0	143
HPV	≥3 Doses, Females	States/Local Areas	Delaware	2008	Age	13-17 Years	26.1	18.8 to 34.9	164
HPV	≥3 Doses, Females	States/Local Areas	District of Columbia	2008	Age	13-17 Years	12.4	7.7 to 19.3	161
HPV	≥3 Doses, Females	States/Local Areas	Florida	2008	Age	13-17 Years	20.2	13.3 to 29.6	149
HPV	≥3 Doses, Females	States/Local Areas	Georgia	2008	Age	13-17 Years	8.1	5.0 to 12.9	167
HPV	≥3 Doses, Females	States/Local Areas	Hawaii	2008	Age	13-17 Years	18.7	13.1 to 25.9	162
HPV	≥3 Doses, Females	States/Local Areas	Idaho	2008	Age	13-17 Years	8.0	4.4 to 14.1	131
HPV	≥3 Doses, Females	States/Local Areas	Illinois	2008	Age	13-17 Years	12.8	8.5 to 18.9	373
HPV	≥3 Doses, Females	States/Local Areas	IL-City of Chicago	2008	Age	13-17 Years	11.2	6.5 to 18.6	173
HPV	≥3 Doses, Females	States/Local Areas	IL-Rest of state	2008	Age	13-17 Years	13.3	8.2 to 20.9	200
HPV	≥3 Doses, Females	States/Local Areas	Indiana	2008	Age	13-17 Years	11.6	7.4 to 17.6	173
HPV	≥3 Doses, Females	States/Local Areas	Iowa	2008	Age	13-17 Years	26.8	18.7 to 36.7	127
HPV	≥3 Doses, Females	States/Local Areas	Kansas	2008	Age	13-17 Years	15.6	9.1 to 25.3	137
HPV	≥3 Doses, Females	States/Local Areas	Kentucky	2008	Age	13-17 Years	12.7	8.1 to 19.4	133
HPV	≥3 Doses, Females	States/Local Areas	Louisiana	2008	Age	13-17 Years	16.5	11.0 to 24.1	179
HPV	≥3 Doses, Females	States/Local Areas	Maine	2008	Age	13-17 Years	21.4	14.9 to 29.8	169
HPV	≥3 Doses, Females	States/Local Areas	Maryland	2008	Age	13-17 Years	14.2	9.7 to 20.5	198
HPV	≥3 Doses, Females	States/Local Areas	Massachusetts	2008	Age	13-17 Years	29.1	21.7 to 37.8	152
HPV	≥3 Doses, Females	States/Local Areas	Michigan	2008	Age	13-17 Years	13.5	8.5 to 20.7	143
HPV	≥3 Doses, Females	States/Local Areas	Minnesota	2008	Age	13-17 Years	14.7	10.1 to 20.7	167
HPV	≥3 Doses, Females	States/Local Areas	Missouri	2008	Age	13-17 Years	15.1	9.8 to 22.6	158
HPV	≥3 Doses, Females	States/Local Areas	Montana	2008	Age	13-17 Years	8.6	4.8 to 15.1	142
HPV	≥3 Doses, Females	States/Local Areas	Nebraska	2008	Age	13-17 Years	17.5	12.4 to 24.3	186
HPV	≥3 Doses, Females	States/Local Areas	New Hampshire	2008	Age	13-17 Years	23.2	15.3 to 33.5	151
HPV	≥3 Doses, Females	States/Local Areas	New Jersey	2008	Age	13-17 Years	20.4	14.2 to 28.3	187
HPV	≥3 Doses, Females	States/Local Areas	New Mexico	2008	Age	13-17 Years	23.2	15.4 to 33.4	143
HPV	≥3 Doses, Females	States/Local Areas	New York	2008	Age	13-17 Years	29.2	22.9 to 36.4	270
HPV	≥3 Doses, Females	States/Local Areas	NY-City of New York	2008	Age	13-17 Years	24.3	16.2 to 34.9	135
HPV	≥3 Doses, Females	States/Local Areas	NY-Rest of state	2008	Age	13-17 Years	32.5	23.9 to 42.5	135
HPV	≥3 Doses, Females	States/Local Areas	North Carolina	2008	Age	13-17 Years	17.8	12.2 to 25.3	157
HPV	≥3 Doses, Females	States/Local Areas	North Dakota	2008	Age	13-17 Years	15.9	10.8 to 22.8	177
HPV	≥3 Doses, Females	States/Local Areas	Ohio	2008	Age	13-17 Years	15.6	10.0 to 23.5	154
